jaccard_at_5,jaccard_at_10,kendall_tau,n_runs,instance,true_class,pred_label,LIME,Random,TreeSHAP,advantage
0.4867724867724867,0.3288647082764729,0.203778677462888,10,1571748,Analysis,2,-0.442670202255249,-0.0737757682800293,-0.4426542162895203,-0.3688944339752197
0.4656084656084654,0.301740525269937,0.2023991602938971,10,1124981,Analysis,2,-0.4354889333248138,-0.2073825120925903,-0.4354734122753143,-0.22810642123222352
0.4888888888888888,0.3266405707582178,0.2211126105862948,10,1259370,Analysis,2,-0.414492118358612,-0.0015795141458511,-0.4145288944244384,-0.4129126042127609
0.655026455026455,0.5332815332815334,0.3490478332583596,10,1016305,Analysis,2,-0.5206775665283203,-0.2698604881763458,-0.5206125438213348,-0.25081707835197453
0.4656084656084655,0.3123225358519476,0.1933423301844354,10,1764370,Analysis,2,-0.2599691331386566,-0.0863326251506805,-0.2599551796913147,-0.17363650798797609
0.5915343915343914,0.3874380521439345,0.2152346678662468,10,1046218,Analysis,3,0.1891145544984937,0.0864738955357097,0.1891008926211156,0.10264065896278401
0.5158730158730158,0.3602715730166709,0.2375468585994902,10,1781662,Analysis,4,0.2328627701447317,-0.0976039407284588,0.2328510129179221,0.33046671087319046
0.6962962962962964,0.5187627187627188,0.7438896386264807,10,1045716,Analysis,7,0.2648983814705957,0.2356664453546784,0.2648991331146206,0.02923193611591729
0.6592592592592593,0.4875050875050873,0.5298845404108563,10,1046503,Analysis,6,0.1704058189900195,0.0375467505306005,0.1637839664401951,0.132859068459419
0.6814814814814815,0.4655474155474156,0.7102414155045734,10,1049376,Analysis,5,0.1631363569638779,0.1172823075474298,0.1631477449483441,0.045854049416448106
0.5809523809523808,0.4470381470381469,0.3660818713450292,10,1048013,Analysis,6,0.1722254226485802,0.0621445178985595,0.1667393810184137,0.1100809047500207
0.6814814814814815,0.5163207163207164,0.7320737741790373,10,1047359,Analysis,1,0.1656353143318938,-0.0018577218055725,0.1567540270259712,0.1674930361374663
0.4214285714285713,0.3573870573870574,0.3531863847653321,10,1299541,Analysis,3,0.5105899112280327,0.4867446214775555,0.5105859670689881,0.023845289750477172
0.6962962962962964,0.556917156917157,0.7248163142899985,10,1046184,Analysis,1,0.2104480168833106,0.1657068974338472,0.2016351194780355,0.04474111944946341
0.5079365079365079,0.3442696736814384,0.2302294197031039,10,1631161,Analysis,2,-0.2478785574436187,0.0927240699529647,-0.2478699743747711,-0.3406026273965834
0.7333333333333333,0.5186295186295186,0.7421502474134055,10,1046933,Analysis,1,0.1799098883775514,0.1508141004072967,0.1711944176935077,0.029095787970254694
0.451058201058201,0.4106023606023606,0.4962962962962963,10,1713014,Analysis,6,0.2200959456958912,0.0893038261681795,0.216077429532612,0.1307921195277117
0.5396825396825398,0.3717015011132658,0.2511620932673564,10,1048616,Analysis,4,0.1774660691288829,0.0946933337363589,0.1774521024997284,0.08277273539252401
0.4677248677248675,0.3150003591180061,0.19160293897136,10,1455448,Analysis,2,-0.3284507274627685,0.1940639913082122,-0.3284628450870513,-0.5225147187709807
0.6060846560846562,0.4038122371455703,0.4732043784675364,10,1048024,Analysis,6,0.1756816040615149,-0.0416568323969841,0.1701496186734573,0.21733843645849898
0.5523809523809523,0.4484330484330483,0.3297345928924876,10,1712869,Analysis,2,-0.8074313342571259,-0.6042189449071884,-0.8074191689491272,-0.20321238934993746
1.0,0.613904613904614,0.7618833408307094,10,1501463,Analysis,7,0.1922309166186096,0.1403633857145905,0.1922697142979757,0.051867530904019105
0.6732804232804233,0.4770340770340768,0.3437097016044384,10,996895,Analysis,3,0.1985478706912601,0.0180924355983734,0.1985353592179763,0.1804554350928867
0.3571428571428571,0.3051042639277933,0.1926225820962663,10,1454900,Analysis,2,-0.1935177385807037,0.0948590278625488,-0.1935713708400726,-0.2883767664432525
0.476190476190476,0.3125404007756949,0.1926825611036137,10,1455855,Analysis,2,-0.1974046170711517,0.0334104835987091,-0.197375339269638,-0.2308151006698608
0.4761904761904761,0.3611051258110081,0.2100164942270205,10,1131152,Analysis,4,0.2499865383311771,-0.047568130493164,0.2499767672058169,0.2975546688243411
0.5312169312169311,0.3682012976130622,0.2444444444444444,10,1896250,Analysis,2,-0.4887851655483246,-0.3279478907585144,-0.4887354910373688,-0.1608372747898102
0.5492063492063491,0.4727087727087727,0.7045434098065677,10,1877227,Analysis,7,0.170376095904794,0.1415376826655119,0.1704515147122094,0.0288384132392821
0.6814814814814816,0.4744607244607243,0.7372319688109162,10,1049130,Analysis,1,0.1638049558971488,0.1407106457278132,0.1549098937020659,0.023094310169335608
0.7037037037037037,0.4905446405446405,0.7222971959814065,10,1046275,Analysis,7,0.1664038705948201,0.0864622236578725,0.1664409995017308,0.0799416469369476
0.4603174603174601,0.3182180564533506,0.1896836107362423,10,1764718,Analysis,2,-0.3787017524242401,-0.3783692002296447,-0.3786865532398223,-0.0003325521945953813
0.4497354497354495,0.3045572074983839,0.18110661268556,10,1565899,Analysis,2,-0.2532674849033355,0.008027184009552,-0.2532342731952667,-0.2612946689128875
